interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
2435,2440,1,0,9.61,0,0,22,0,0,1,1.9,35.51,10,5.98,33.61,4
2435,2440,1,0,,0,0,23,0,0,0,,,0,,,
2435,2440,1,0,1.82,0,0,24,0,0,0,0.36,46.79,5,11.82,46.45,0
2435,2440,1,0,,0,0,25,0,0,0,,,0,,,
2435,2440,1,0,11.31,0,0,26,0,0,1,2.23,34.39,10,5.26,32.58,4
2435,2440,1,0,,0,0,27,0,0,0,,,0,,,
2435,2440,1,0,1.02,0,0,28,0,0,0,0.2,175.08,10,11.24,174.72,0
2435,2440,1,5,38.2,0,0,3,1,1,0,5.08,36.12,126.07,18.38,35.93,0
2435,2440,1,2,28.06,2,0,4,5,5,2,3.73,63.41,170.21,19.2,63.14,0
2435,2440,1,0,51.89,0,2,5,1,1,0,4.12,14.24,40.41,11.22,13.88,1
2435,2440,1,0,12.92,0,0,6,0,0,2,1.67,6.37,7.14,17.98,6.14,0
2435,2440,1,2,38.76,0,2,7,0,0,0,5.15,38.31,133.63,18.1,38.1,0
2435,2440,1,0,22.24,2,0,8,4,4,4,2.94,33.81,70.71,18.93,33.57,0
2435,2440,1,0,40.09,0,3,9,2,2,0,3.97,14.78,34.4,11.89,14.44,10
2440,2445,1,0,23.86,4,0,1,3,3,2,3.17,65.85,153.31,19.58,65.63,0
2440,2445,1,3,36.2,2,1,10,5,5,0,4.82,97.75,339.76,19.24,97.54,0
2440,2445,1,0,79.04,0,0,11,1,1,0,5.27,91.96,60,1.69,89.6,43
2440,2445,1,0,20.71,0,3,12,0,0,4,2.7,19.61,38.73,19.27,19.4,0
2440,2445,1,1,25.69,0,4,13,0,0,0,3.41,66.03,156.83,18.55,65.82,0
2440,2445,1,0,11.68,1,0,14,1,1,4,2.33,93.92,108.14,19.76,93.74,0
2440,2445,1,0,58.22,0,3,15,2,2,1,4.63,59.47,84.19,4.93,58.9,53
2440,2445,1,2,15.44,0,0,16,0,0,0,3.08,84.44,122.76,18.88,84.23,0
2440,2445,1,0,11.32,1,0,17,0,0,3,1.5,42.48,47.99,20.05,42.29,0
2440,2445,1,0,43.15,0,2,18,1,1,1,3.43,74.15,61.24,3.88,73.87,33
2440,2445,1,0,3.54,0,0,19,0,0,0,0.71,14.11,5,20.31,13.91,0
2440,2445,1,0,48.69,0,2,2,1,1,0,3.24,24.09,69.18,11.96,23.76,16
2440,2445,1,0,7.49,0,0,20,2,2,0,1.5,94.06,70,19.92,93.85,0
2440,2445,1,0,3.06,0,0,21,1,1,0,0.61,169.66,30,11.6,169.31,0
2440,2445,1,0,5.22,0,0,22,0,0,0,0.98,81.51,5.44,2.6,87.66,3
2440,2445,1,0,,0,0,23,0,0,0,,,0,,,
2440,2445,1,0,1.82,0,0,24,0,0,0,0.36,46.56,5,11.88,46.22,0
2440,2445,1,0,,0,0,25,0,0,0,,,0,,,
2440,2445,1,0,6.14,0,0,26,0,0,0,1.16,18.54,5.43,9.75,17.42,0
2440,2445,1,0,,0,0,27,0,0,0,,,0,,,
2440,2445,1,0,1.02,0,0,28,0,0,0,0.2,177.91,10,11.06,177.55,0
2440,2445,1,7,33.17,0,4,3,0,0,0,4.37,36.23,109.47,18.33,36.01,0
2440,2445,1,1,26.58,1,0,4,1,1,4,3.53,63.78,161.2,19.08,63.49,0
2440,2445,1,0,68.71,0,3,5,2,2,0,5.45,18.14,53.51,8.81,17.69,12
2440,2445,1,0,3.32,0,1,6,0,0,0,0.4,8.64,1.84,13.25,8.38,0
2440,2445,1,4,36.04,0,0,7,0,0,0,4.79,38.95,124.26,17.8,38.75,0
2440,2445,1,0,20.03,3,0,8,3,3,3,2.65,33.34,63.72,19.2,33.15,0
2440,2445,1,0,62.4,0,4,9,2,2,0,6.19,17.57,53.55,10,17.17,18
2445,2450,1,0,24.75,2,0,1,2,2,1,3.29,66.17,159.07,19.49,65.96,0
2445,2450,1,1,36.98,4,1,10,5,5,1,4.92,99.49,347.11,18.91,99.28,0
2445,2450,1,0,84.01,0,1,11,0,0,0,5.59,119.1,63.77,1.31,116.04,49
2445,2450,1,0,14.89,0,1,12,0,0,3,1.94,20.44,27.84,18.49,20.24,0
2445,2450,1,1,27.99,0,3,13,1,1,0,3.72,65.53,170.85,18.69,65.31,0
2445,2450,1,0,11.25,1,0,14,3,3,0,2.25,95.15,104.15,19.5,94.95,0
2445,2450,1,0,59.94,0,1,15,1,1,6,4.68,48.2,86.68,6.08,46.93,27
2445,2450,1,2,13.86,0,0,16,1,1,0,2.77,83.75,110.18,19.04,83.55,0
2445,2450,1,0,8.88,1,0,17,1,1,1,1.18,42.68,37.65,19.96,42.5,0
2445,2450,1,0,45.48,0,2,18,1,1,6,3.51,34.33,64.55,8.38,32.76,11
2445,2450,1,0,3.54,0,0,19,0,0,0,0.71,13.24,5,21.64,13.06,0
2445,2450,1,0,55.38,0,1,2,2,2,0,3.69,33.13,78.68,8.7,32.67,28
2445,2450,1,0,7.49,0,0,20,0,0,0,1.5,93.46,70,20.05,93.26,0
2445,2450,1,0,2.85,0,0,21,0,0,1,0.57,168.2,28.02,11.7,167.89,0
2445,2450,1,0,2.84,0,1,22,0,0,1,0.43,26.63,2.95,7.97,18.08,0
2445,2450,1,0,1.74,0,1,23,0,0,0,0.53,25.69,1.53,7,25.12,0
2445,2450,1,0,1.82,0,0,24,0,0,0,0.36,47.21,5,11.72,46.86,0
2445,2450,1,0,,0,0,25,0,0,0,,,0,,,
2445,2450,1,0,5.66,0,0,26,0,0,1,1.1,17.94,5,10.08,17.53,0
2445,2450,1,0,,0,0,27,0,0,0,,,0,,,
2445,2450,1,0,1.02,0,0,28,0,0,0,0.2,173.59,10,11.34,173.23,0
2445,2450,1,7,25.92,0,1,3,4,4,0,3.43,35.73,85.55,18.58,35.56,0
2445,2450,1,1,25.05,4,0,4,2,2,1,3.33,64.49,151.97,18.87,64.25,0
2445,2450,1,0,84.27,0,2,5,0,0,1,6.67,24.55,65.63,6.51,23.84,18
2445,2450,1,0,8.12,0,0,6,0,0,1,1.06,5.67,4.49,20.19,5.48,0
2445,2450,1,4,30.93,0,1,7,1,1,0,4.1,39.21,106.63,17.69,38.98,0
2445,2450,1,0,22.02,2,0,8,5,5,1,2.92,33.58,70.02,19.06,33.37,0
2445,2450,1,0,70.78,0,1,9,0,0,0,7.07,28.39,60.75,6.19,27.74,25
2450,2455,1,0,26.3,3,0,1,4,4,0,3.5,66.13,169,19.5,65.92,0
2450,2455,1,1,36.89,0,1,10,6,6,4,4.91,100.71,346.27,18.68,100.44,0
2450,2455,1,0,97.79,0,4,11,0,0,0,6.47,61.43,74.23,2.54,59.86,58
2450,2455,1,0,16.08,0,2,12,1,1,0,2.08,21.18,30.06,17.85,20.95,0
2450,2455,1,1,28.07,0,0,13,1,1,0,3.74,65.46,171.36,18.71,65.24,0
2450,2455,1,0,11.24,1,0,14,0,0,1,2.24,95.71,104.09,19.39,95.52,0
2450,2455,1,0,40.85,0,1,15,1,1,5,3.17,31.4,59.07,9.34,30.52,1
2450,2455,1,4,13.81,0,6,16,0,0,0,2.73,83.78,109.81,19.03,83.54,0
2450,2455,1,0,9.62,1,0,17,2,2,1,1.28,42.5,40.77,20.04,42.31,0
2450,2455,1,0,27.91,0,1,18,0,0,4,2.15,20.41,39.61,14.1,19.48,0
2450,2455,1,0,10.57,0,4,19,2,2,1,1.98,19.85,14.94,14.44,19.69,0
2450,2455,1,0,56.31,0,0,2,3,3,0,3.75,56.34,80,5.11,55.56,37
2450,2455,1,0,7.8,0,1,20,0,0,0,1.56,93.51,72.95,20.04,93.31,0
2450,2455,1,0,2.55,0,0,21,0,0,0,0.51,167.98,25,11.71,167.64,0
2450,2455,1,0,4.8,0,0,22,0,0,0,0.96,18.5,5,11.47,18.15,0
2450,2455,1,0,5.68,0,0,23,0,0,0,2.27,17.01,5,10.58,16.64,0
2450,2455,1,1,0.58,0,0,24,0,0,0,0.1,46.69,1.58,11.85,46.07,0
2450,2455,1,0,1.46,1,0,25,0,0,0,0.28,37.21,4,14.87,36.94,0
2450,2455,1,0,0.09,0,0,26,0,0,0,0,17.2,0.08,10.51,,0
2450,2455,1,0,,0,0,27,0,0,0,,,0,,,
2450,2455,1,0,1.02,0,0,28,0,0,0,0.2,172.07,10,11.44,171.72,0
2450,2455,1,3,21.51,0,2,3,1,1,0,2.83,36.15,71.01,18.37,35.94,0
2450,2455,1,1,25.5,2,0,4,3,3,2,3.39,66.03,154.65,18.43,65.75,0
2450,2455,1,0,88.23,0,2,5,0,0,0,7.03,37.04,68.71,4.31,36.11,33
2450,2455,1,0,,0,0,6,0,0,0,,,0,,,
2450,2455,1,9,22.48,0,0,7,0,0,0,2.96,37.4,77.48,18.54,37.24,0
2450,2455,1,0,21.63,2,0,8,2,2,2,2.87,32.83,68.79,19.49,32.63,0
2450,2455,1,0,82.44,0,2,9,2,2,0,8.22,44.2,70.75,3.97,43.2,34
2455,2460,1,0,26.8,1,0,1,2,2,4,3.56,66.02,172.24,19.53,65.8,0
2455,2460,1,1,34.88,2,0,10,6,6,4,4.64,100.89,327.34,18.65,100.63,0
2455,2460,1,0,121.13,0,3,11,0,0,0,8.04,37.83,91.95,4.12,36.86,60
2455,2460,1,0,17.45,0,0,12,1,1,1,2.32,20.16,32.63,18.75,19.96,0
2455,2460,1,0,28.27,0,1,13,0,0,0,3.77,65.26,172.54,18.77,65.04,0
2455,2460,1,0,11.01,0,0,14,2,2,2,2.2,96.37,101.96,19.26,96.17,0
2455,2460,1,0,25.13,0,2,15,1,1,5,1.96,23.02,36.33,12.73,22.78,2
2455,2460,1,2,14.77,0,4,16,1,1,0,2.94,83.32,117.43,19.13,83.11,0
2455,2460,1,0,9.67,1,0,17,1,1,0,1.29,42.63,41,19.98,42.43,0
2455,2460,1,0,18.51,0,0,18,0,0,2,1.45,21.4,26.27,13.45,20.63,1
2455,2460,1,0,21.23,0,3,19,1,1,0,4.14,19.91,29.99,14.4,19.63,0
2455,2460,1,0,62.47,0,4,2,1,1,0,4.14,84.72,88.74,3.4,83.55,50
2455,2460,1,0,8.02,0,0,20,0,0,0,1.6,92.98,75,20.15,92.78,0
2455,2460,1,0,2.55,0,0,21,0,0,0,0.51,169.2,25,11.63,168.86,0
2455,2460,1,0,4.8,0,0,22,0,0,0,0.96,18.81,5,11.28,18.46,0
2455,2460,1,0,5.68,0,0,23,0,0,0,2.27,17.84,5,10.08,17.45,0
2455,2460,1,0,,0,0,24,0,0,0,,,0,,,
2455,2460,1,0,1.82,0,0,25,0,0,0,0.36,37.19,5,14.88,36.92,0
2455,2460,1,0,,0,0,26,0,0,0,,,0,,,
2455,2460,1,0,,0,0,27,0,0,0,,,0,,,
2455,2460,1,0,1.02,0,0,28,0,0,0,0.2,173.45,10,11.35,173.1,0
2455,2460,1,3,18.38,0,0,3,0,0,0,2.44,34.82,60.67,19.07,34.61,0
2455,2460,1,2,23.81,0,0,4,1,1,2,3.16,64.89,144.41,18.76,64.62,0
2455,2460,1,0,102.69,0,2,5,1,1,0,8.18,57.32,79.97,2.79,55.88,45
2455,2460,1,0,,0,0,6,0,0,0,,,0,,,
2455,2460,1,6,12.41,0,0,7,1,1,0,1.63,35.51,42.78,19.53,35.34,0
2455,2460,1,0,20.78,2,0,8,1,1,2,2.75,32.41,66.1,19.75,32.22,0
2455,2460,1,0,97.26,0,2,9,1,1,0,9.7,40.07,83.47,4.38,39.16,51
2460,2465,1,0,24.99,2,0,1,3,3,5,3.32,66.13,160.63,19.5,65.91,0
2460,2465,1,0,34.44,4,0,10,1,1,3,4.58,100.23,323.23,18.77,99.94,0
2460,2465,1,0,143.95,0,4,11,1,1,0,9.54,36.28,109.28,4.3,35.35,65
2460,2465,1,0,13.3,0,1,12,0,0,3,1.73,19.99,24.87,18.91,19.77,0
2460,2465,1,1,30.05,0,3,13,2,2,0,4,64.94,183.41,18.86,64.74,0
2460,2465,1,0,10.38,3,0,14,2,2,1,2.07,96.6,96.12,19.21,96.41,0
2460,2465,1,0,19.05,0,1,15,0,0,2,1.49,19.37,27.54,15.14,18.74,5
2460,2465,1,2,17.18,0,4,16,0,0,0,3.42,84.28,136.62,18.92,84.07,0
2460,2465,1,0,9.93,1,0,17,1,1,2,1.31,43.55,42.09,19.56,43.37,0
2460,2465,1,0,16.55,0,2,18,0,0,1,1.29,27.43,23.48,10.49,26.64,9
2460,2465,1,0,28.14,0,2,19,0,0,0,5.56,18.18,39.76,15.76,17.93,0
2460,2465,1,0,76.97,0,4,2,3,3,0,5.11,54.62,109.35,5.27,53.87,67
2460,2465,1,0,8.02,0,0,20,0,0,0,1.6,92.81,75,20.19,92.61,0
2460,2465,1,0,2.55,0,0,21,0,0,0,0.51,167.54,25,11.74,167.2,0
2460,2465,1,0,4.8,0,0,22,0,0,0,0.96,18.75,5,11.32,18.4,0
2460,2465,1,0,5.68,0,0,23,0,0,0,2.27,17.5,5,10.28,17.11,0
2460,2465,1,0,,0,0,24,0,0,0,,,0,,,
2460,2465,1,0,1.82,0,0,25,1,1,0,0.36,36.9,5,14.99,36.64,0
2460,2465,1,0,,0,0,26,0,0,0,,,0,,,
2460,2465,1,0,,0,0,27,0,0,0,,,0,,,
2460,2465,1,0,1.02,0,0,28,0,0,0,0.2,173.6,10,11.34,173.24,0
2460,2465,1,3,12.91,0,1,3,1,1,0,1.69,35.54,42.61,18.69,35.36,0
2460,2465,1,0,22.16,3,0,4,2,2,2,2.94,64.96,134.45,18.74,64.68,0
2460,2465,1,0,116.78,0,2,5,0,0,0,9.31,54.48,90.94,2.93,53.12,64
2460,2465,1,0,,0,0,6,0,0,0,,,0,,,
2460,2465,1,2,5.54,0,0,7,0,0,0,0.73,35.52,19.09,19.52,35.39,0
2460,2465,1,0,22.27,2,0,8,2,2,2,2.95,32.61,70.83,19.63,32.4,0
2460,2465,1,0,103.36,0,2,9,1,1,0,10.31,72.78,88.71,2.41,71.12,62
2465,2470,1,0,24.67,3,0,1,1,1,2,3.28,66.22,158.56,19.47,66.02,0
2465,2470,1,0,34.09,2,0,10,3,3,4,4.54,101.03,319.93,18.62,100.72,0
2465,2470,1,0,169.43,0,4,11,1,1,2,11.22,41.52,128.62,3.75,40.38,71
2465,2470,1,0,9.2,0,0,12,0,0,1,1.22,18.51,17.19,20.42,18.33,0
2465,2470,1,0,30.79,0,1,13,1,1,0,4.1,64.85,187.97,18.89,64.63,0
2465,2470,1,0,11.56,1,0,14,1,1,0,2.31,96.53,107,19.22,96.32,0
2465,2470,1,0,17.29,0,0,15,2,2,0,1.38,21.58,25,13.59,21.28,5
2465,2470,1,3,16.08,0,0,16,1,1,0,3.21,84.11,127.89,18.96,83.93,0
2465,2470,1,0,8.88,1,0,17,0,0,1,1.18,43.26,37.65,19.69,43.08,0
2465,2470,1,0,20.51,0,1,18,1,1,0,1.64,25.82,29.11,11.15,25.46,10
2465,2470,1,0,26.92,0,0,19,0,0,3,5.34,17.26,38.04,16.6,17.06,0
2465,2470,1,0,87.95,0,2,2,0,0,2,5.84,41.73,124.95,6.9,40.91,71
2465,2470,1,3,8.38,0,3,20,0,0,0,1.66,93.51,78.32,20.04,93.34,0
2465,2470,1,0,2.55,0,0,21,0,0,0,0.51,169.51,25,11.61,169.16,0
2465,2470,1,0,4.8,0,0,22,0,0,0,0.96,60.8,5,3.49,59.65,1
2465,2470,1,0,2.97,0,1,23,0,0,1,1.01,17.48,2.61,10.29,17.04,0
2465,2470,1,0,1.12,0,1,24,0,0,0,0.21,53.39,3.07,10.36,53.01,0
2465,2470,1,0,1.82,0,0,25,1,1,0,0.36,37.3,5,14.84,37.03,0
2465,2470,1,0,,0,0,26,0,0,0,,,0,,,
2465,2470,1,0,1.65,0,1,27,0,0,0,0.59,17.88,1.71,11.81,17.54,0
2465,2470,1,1,0.81,0,0,28,0,0,0,0.16,171,8,11.51,170.63,0
2465,2470,1,0,12.12,0,0,3,0,0,0,1.62,34.19,40,19.42,33.99,0
2465,2470,1,0,23.41,2,0,4,2,2,1,3.11,64.83,141.98,18.78,64.6,0
2465,2470,1,0,120.74,0,1,5,1,1,1,9.6,66.26,94.03,2.41,65.06,64
2465,2470,1,0,,0,0,6,0,0,0,,,0,,,
2465,2470,1,0,4.35,0,0,7,0,0,0,0.58,36.53,15,18.98,36.32,0
2465,2470,1,0,23.44,2,0,8,0,0,2,3.11,32.56,74.54,19.66,32.34,0
2465,2470,1,0,105.34,0,1,9,0,0,2,10.44,77.15,90.41,2.28,77.04,63
2470,2475,1,0,24.13,2,0,1,3,3,3,3.2,65.92,155.05,19.56,65.72,0
2470,2475,1,0,32.65,3,0,10,1,1,6,4.34,101.47,306.47,18.54,101.14,0
2470,2475,1,0,181.73,0,5,11,0,0,3,11.95,34.47,137.95,4.52,33.88,67
2470,2475,1,0,5.89,0,0,12,0,0,1,0.78,18.32,11.02,20.63,18.13,0
2470,2475,1,0,31.81,0,1,13,2,2,0,4.24,64.48,194.16,19,64.27,0
2470,2475,1,0,11.88,1,0,14,0,0,0,2.38,96.4,110,19.25,96.19,0
2470,2475,1,0,17.29,0,0,15,1,1,0,1.38,34.19,25,8.58,33.72,9
2470,2475,1,4,14.25,0,3,16,1,1,0,2.83,85.24,113.28,18.7,85.05,0
2470,2475,1,0,9.22,0,0,17,0,0,1,1.23,43.18,39.07,19.72,42.97,0
2470,2475,1,0,21.6,0,1,18,0,0,0,1.72,29.49,30.66,9.76,29.08,15
2470,2475,1,0,19.68,0,2,19,0,0,2,3.85,17.01,27.81,16.85,16.79,0
2470,2475,1,0,91.32,0,4,2,0,0,0,6.04,47.6,129.73,6.05,46.91,69
2470,2475,1,3,7.52,0,2,20,2,2,0,1.49,95.69,70.27,19.58,95.52,0
2470,2475,1,0,2.55,0,0,21,0,0,0,0.51,169.29,25,11.62,168.94,0
2470,2475,1,0,4.8,0,0,22,0,0,0,0.96,100000,5,0,,5
2470,2475,1,0,10.27,0,1,23,0,0,0,4.02,17.18,9.03,10.47,16.8,0
2470,2475,1,0,1.82,0,0,24,0,0,0,0.36,53.72,5,10.3,53.33,0
2470,2475,1,0,1.82,0,0,25,0,0,0,0.36,37.5,5,14.76,37.23,0
2470,2475,1,0,,0,0,26,0,0,0,,,0,,,
2470,2475,1,0,4.83,0,0,27,0,0,0,1.93,16.97,5,12.45,16.64,0
2470,2475,1,0,0.51,0,0,28,0,0,0,0.1,166.85,5,11.79,166.51,0
2470,2475,1,0,11.47,0,0,3,1,1,1,1.53,33.88,37.84,19.6,33.7,0
2470,2475,1,2,23.48,2,1,4,6,6,3,3.11,65.09,142.41,18.7,64.72,0
2470,2475,1,0,130.49,0,3,5,0,0,0,10.39,86.7,101.62,1.84,84.53,73
2470,2475,1,0,,0,0,6,0,0,0,,,0,,,
2470,2475,1,0,4.35,0,0,7,0,0,0,0.58,36.46,15,19.02,36.25,0
2470,2475,1,0,22.16,2,0,8,2,2,2,2.93,32.41,70.48,19.75,32.2,0
2470,2475,1,0,113.96,0,3,9,2,2,0,11.36,62.57,97.8,2.81,61.14,73
2475,2480,1,0,24.12,3,0,1,6,6,0,3.21,65.95,155,19.55,65.75,0
2475,2480,1,0,31.68,2,3,10,6,6,4,4.21,101.28,297.32,18.57,101,0
2475,2480,1,0,193.89,0,5,11,2,2,4,12.76,32.74,147.18,4.76,32.2,74
2475,2480,1,0,3.07,0,0,12,0,0,1,0.4,17.61,5.74,21.46,17.39,0
2475,2480,1,1,32.15,0,1,13,1,1,0,4.28,64.27,196.28,19.06,64.07,0
2475,2480,1,0,12.75,1,0,14,0,0,0,2.54,96.34,118,19.26,96.13,0
2475,2480,1,0,17.29,0,0,15,0,0,0,1.38,331.78,25,0.88,327.26,17
2475,2480,1,2,14.61,0,2,16,0,0,0,2.91,85.45,116.14,18.66,85.26,0
2475,2480,1,0,9.67,2,0,17,2,2,0,1.28,43.38,41,19.63,43.18,0
2475,2480,1,0,24.66,0,0,18,1,1,0,1.97,47.55,35,6.05,46.89,18
2475,2480,1,0,16.56,0,0,19,0,0,3,3.25,16.47,23.4,17.4,16.27,0
2475,2480,1,0,98.55,0,0,2,1,1,0,6.57,61.82,140,4.66,60.97,79
2475,2480,1,1,7.8,0,3,20,0,0,0,1.55,96.56,72.89,19.41,96.38,0
2475,2480,1,0,2.55,0,0,21,0,0,0,0.51,169.5,25,11.61,169.15,0
2475,2480,1,0,4.8,0,0,22,0,0,0,0.96,100000,5,0,,5
2475,2480,1,0,11.37,0,0,23,0,0,0,4.55,16.87,10,10.67,16.5,0
2475,2480,1,0,1.82,0,0,24,0,0,0,0.36,53.72,5,10.3,53.33,0
2475,2480,1,0,3.28,1,0,25,0,0,0,0.65,33.11,9,16.71,32.87,0
2475,2480,1,0,,0,0,26,0,0,0,,,0,,,
2475,2480,1,0,4.83,0,0,27,0,0,0,1.93,17.2,5,12.28,16.87,0
2475,2480,1,0,0.51,0,0,28,0,0,0,0.1,168.83,5,11.66,168.48,0
2475,2480,1,0,10.49,0,1,3,0,0,2,1.37,35.62,34.62,18.65,35.39,0
2475,2480,1,0,23.27,4,2,4,1,1,3,3.09,62.54,141.16,19.46,62.29,0
2475,2480,1,0,131.16,0,2,5,0,0,6,10.26,41.52,102.14,3.85,41.2,41
2475,2480,1,0,10.42,0,3,6,0,0,0,1.27,8.33,5.76,13.75,8.04,0
2475,2480,1,2,2.74,0,0,7,0,0,0,0.36,34.93,9.45,19.85,34.6,0
2475,2480,1,0,20.06,2,0,8,2,2,4,2.65,32.11,63.8,19.93,31.91,0
2475,2480,1,0,116.54,0,4,9,2,2,6,11.36,35.51,100.02,4.95,34.72,35
2480,2485,1,0,24.62,2,0,1,6,6,4,3.27,66.27,158.24,19.46,66.06,0
2480,2485,1,0,34.49,1,7,10,2,2,2,4.58,100.54,323.73,18.71,100.29,0
2480,2485,1,0,193.45,0,2,11,0,0,2,12.84,49.99,146.85,3.12,49.04,81
2480,2485,1,0,0.65,0,0,12,0,0,1,0.08,17.6,1.21,21.48,17.38,0
2480,2485,1,5,30.91,0,1,13,0,0,0,4.11,64.44,188.69,19.01,64.25,0
2480,2485,1,0,11.96,1,0,14,2,2,3,2.38,96.36,110.71,19.26,96.16,0
2480,2485,1,0,24.59,0,3,15,2,2,0,1.95,50.01,35.55,5.86,49.33,23
2480,2485,1,1,15.69,0,4,16,1,1,0,3.12,85.83,124.74,18.58,85.63,0
2480,2485,1,0,11.56,1,0,17,2,2,0,1.54,43.61,49,19.53,43.41,0
2480,2485,1,0,24.66,0,0,18,0,0,1,1.96,94.87,35,3.03,93.45,23
2480,2485,1,0,8.37,0,0,19,0,0,1,1.66,15.04,11.82,19.05,14.82,0
2480,2485,1,0,104.71,0,4,2,0,0,1,6.95,78.38,148.76,3.68,77.25,98
2480,2485,1,1,8.42,0,1,20,2,2,0,1.68,96.55,78.71,19.41,96.33,0
2480,2485,1,0,2.55,0,0,21,0,0,0,0.51,167.82,25,11.72,167.48,0
2480,2485,1,0,4.8,0,0,22,0,0,0,0.96,100000,5,0,,5
2480,2485,1,0,11.37,0,0,23,0,0,0,4.55,17.03,10,10.56,16.66,0
2480,2485,1,0,1.82,0,0,24,0,0,0,0.36,52.9,5,10.46,52.52,0
2480,2485,1,0,3.64,0,0,25,0,0,0,0.73,30.42,10,18.19,30.2,0
2480,2485,1,0,,0,0,26,0,0,0,,,0,,,
2480,2485,1,0,7.27,0,1,27,0,0,0,2.77,18.74,7.53,11.27,18.39,0
2480,2485,1,0,0.51,0,0,28,0,0,0,0.1,167.24,5,11.77,166.9,0
2480,2485,1,0,6.56,0,0,3,1,1,2,0.87,34.06,21.64,19.5,33.82,0
2480,2485,1,1,25.88,2,2,4,5,5,1,3.43,62.46,157,19.49,62.2,0
2480,2485,1,0,103.89,0,2,5,0,0,9,8.16,22.92,80.91,6.97,22.73,0
2480,2485,1,0,68.55,0,9,6,0,0,3,8.76,6.41,37.88,17.87,6.2,0
2480,2485,1,1,1.08,0,3,7,0,0,0,0.13,32.62,3.73,21.26,32.47,0
2480,2485,1,0,19.26,2,0,8,0,0,2,2.55,32.19,61.24,19.88,31.99,0
2480,2485,1,0,95.68,0,2,9,1,1,8,9.38,23.56,82.12,7.46,23.15,5
2485,2490,1,0,24.34,3,0,1,1,1,2,3.24,66.88,156.44,19.28,66.68,0
2485,2490,1,1,36.71,1,8,10,6,6,4,4.87,100.39,344.59,18.74,100.1,0
2485,2490,1,0,199.83,0,3,11,1,1,4,13.11,61.21,151.69,2.55,60.73,86
2485,2490,1,0,,0,0,12,0,0,0,,,0,,,
2485,2490,1,5,27.73,0,0,13,1,1,0,3.69,64.37,169.27,19.03,64.17,0
2485,2490,1,0,12.26,3,0,14,4,4,2,2.44,97.15,113.48,19.1,96.95,0
2485,2490,1,0,29.06,0,2,15,0,0,0,2.31,36.75,42.03,7.98,36.25,25
2485,2490,1,0,16.91,0,2,16,1,1,0,3.37,84.62,134.43,18.84,84.41,0
2485,2490,1,0,10.91,1,0,17,0,0,2,1.44,43.11,46.23,19.76,42.87,0
2485,2490,1,0,25.08,0,2,18,0,0,0,1.98,63.62,35.6,4.52,62.87,25
2485,2490,1,0,10.56,0,2,19,2,2,1,1.98,18.88,14.91,15.18,18.68,0
2485,2490,1,0,110.01,0,1,2,4,4,4,7.24,72.71,156.29,3.96,71.88,93
2485,2490,1,1,8.65,0,1,20,0,0,0,1.73,95.33,80.87,19.66,95.11,0
2485,2490,1,0,2.65,1,0,21,0,0,0,0.53,167.86,26,11.72,167.52,0
2485,2490,1,0,4.8,0,0,22,0,0,0,0.96,100000,5,0,,5
2485,2490,1,0,4.36,0,0,23,0,0,2,1.57,17.01,3.84,10.58,16.6,0
2485,2490,1,0,3.73,0,2,24,0,0,0,0.72,52.62,10.25,10.51,52.24,0
2485,2490,1,0,3.15,0,0,25,0,0,1,0.61,30.63,8.64,18.06,29.36,0
2485,2490,1,0,1.03,0,1,26,0,0,0,0.15,21.25,0.91,8.51,20.78,0
2485,2490,1,0,5.2,0,0,27,0,0,1,2.02,17.96,5.39,11.76,17.66,0
2485,2490,1,0,0.94,0,1,28,0,0,0,0.18,164.59,9.25,11.96,164.25,0
2485,2490,1,0,5.99,0,1,3,0,0,2,0.78,35.96,19.78,18.47,35.79,0
2485,2490,1,0,26.35,2,2,4,1,1,4,3.49,62.34,159.81,19.52,62.05,0
2485,2490,1,0,65.32,0,3,5,0,0,6,5.06,16.36,50.87,9.77,16.27,4
2485,2490,1,0,88.82,0,6,6,0,0,6,11.5,6.6,49.08,17.36,6.37,0
2485,2490,1,0,8.47,0,6,7,0,0,0,1.1,35.81,29.22,19.36,35.61,0
2485,2490,1,0,18.47,2,0,8,3,3,1,2.45,32.84,58.73,19.49,32.64,0
2485,2490,1,0,67.33,0,1,9,1,1,6,6.59,16.68,57.78,10.53,16.49,5
2490,2495,1,0,24.01,3,0,1,4,4,4,3.19,67.46,154.28,19.11,67.26,0
2490,2495,1,3,39.39,4,5,10,0,0,2,5.23,100.75,369.69,18.67,100.51,0
2490,2495,1,0,180.9,0,3,11,0,0,6,11.89,45.19,137.32,3.45,45.38,48
2490,2495,1,0,6.29,0,6,12,0,0,0,0.78,22.86,11.76,16.53,22.62,0
2490,2495,1,6,22.3,0,0,13,2,2,0,2.96,63.24,136.1,19.37,63.04,0
2490,2495,1,0,11.89,0,0,14,2,2,2,2.37,97.01,110.04,19.13,96.8,0
2490,2495,1,0,37.66,0,2,15,1,1,0,3,29.47,54.46,9.95,29.07,25
2490,2495,1,0,17.99,0,2,16,0,0,0,3.59,85.08,143.08,18.74,84.87,0
