,interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
1795,1220.0,1225.0,1.0,0.0,19.94,0.0,1.0,12.0,1.0,1.0,0.0,2.63,22.22,37.29,17.01,21.99,0.0
1796,1220.0,1225.0,1.0,0.0,27.03,0.0,0.0,13.0,4.0,4.0,0.0,3.6,63.17,165.0,19.39,62.97,0.0
1797,1220.0,1225.0,1.0,0.0,13.33,3.0,0.0,14.0,2.0,2.0,1.0,2.66,95.65,123.42,19.4,95.46,0.0
1798,1220.0,1225.0,1.0,0.0,65.9,0.0,1.0,15.0,1.0,1.0,6.0,5.19,65.12,95.3,4.5,65.3,31.0
1799,1220.0,1225.0,1.0,3.0,9.18,0.0,4.0,16.0,1.0,1.0,0.0,1.81,83.64,72.98,19.06,83.49,0.0
1800,1220.0,1225.0,1.0,0.0,11.69,1.0,0.0,17.0,4.0,4.0,2.0,1.55,43.95,49.54,19.38,43.74,0.0
1801,1220.0,1225.0,1.0,0.0,58.42,0.0,2.0,18.0,0.0,0.0,5.0,4.59,70.6,82.91,4.08,71.21,37.0
1802,1220.0,1225.0,1.0,0.0,7.59,0.0,4.0,19.0,1.0,1.0,0.0,1.44,16.89,10.72,16.96,16.66,0.0
1803,1220.0,1225.0,1.0,0.0,84.25,0.0,5.0,2.0,2.0,2.0,0.0,5.59,49.16,119.69,5.86,48.48,64.0
1804,1220.0,1225.0,1.0,1.0,8.41,0.0,0.0,20.0,0.0,0.0,0.0,1.68,95.91,78.66,19.54,95.69,0.0
1805,1220.0,1225.0,1.0,0.0,3.06,0.0,0.0,21.0,0.0,0.0,0.0,0.61,170.1,30.0,11.57,169.76,0.0
1806,1220.0,1225.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.36,5.0,11.56,18.01,0.0
1807,1220.0,1225.0,1.0,0.0,4.73,0.0,0.0,23.0,0.0,0.0,1.0,1.81,17.07,4.16,10.54,16.74,0.0
1808,1220.0,1225.0,1.0,0.0,1.96,0.0,1.0,24.0,0.0,0.0,0.0,0.38,55.4,5.39,9.99,54.99,0.0
1809,1220.0,1225.0,1.0,0.0,1.09,1.0,0.0,25.0,0.0,0.0,0.0,0.21,31.99,3.0,17.29,31.76,0.0
1810,1220.0,1225.0,1.0,0.0,2.11,0.0,0.0,26.0,0.0,0.0,0.0,0.7066666666666667,86.19,0.0,12.406666666666666,85.86000000000001,0.0
1811,1220.0,1225.0,1.0,0.0,2.11,0.0,0.0,27.0,0.0,0.0,0.0,0.7066666666666667,86.19,0.0,12.406666666666666,85.86,0.0
1813,1220.0,1225.0,1.0,6.0,28.67,0.0,1.0,3.0,1.0,1.0,0.0,3.78,34.62,94.63,19.18,34.45,0.0
1814,1220.0,1225.0,1.0,1.0,21.99,1.0,0.0,4.0,2.0,2.0,3.0,2.92,63.42,133.37,19.19,63.1,0.0
1815,1220.0,1225.0,1.0,0.0,47.7,0.0,4.0,5.0,2.0,2.0,0.0,3.76,17.75,37.15,9.0,17.31,9.0
1816,1220.0,1225.0,1.0,0.0,6.5,0.0,1.0,6.0,0.0,0.0,1.0,0.81,6.46,3.59,17.72,6.28,0.0
1817,1220.0,1225.0,1.0,8.0,37.31,0.0,1.0,7.0,2.0,2.0,0.0,4.94,37.15,128.61,18.67,36.94,0.0
1818,1220.0,1225.0,1.0,0.0,18.93,2.0,0.0,8.0,4.0,4.0,1.0,2.51,32.17,60.19,19.89,31.98,0.0
1819,1220.0,1225.0,1.0,0.0,49.36,0.0,2.0,9.0,1.0,1.0,0.0,4.91,24.02,42.36,7.31,23.47,18.0
1820,1225.0,1230.0,1.0,0.0,26.92,4.0,0.0,1.0,3.0,3.0,0.0,3.58,66.31,173.0,19.44,66.1,0.0
1822,1225.0,1230.0,1.0,0.0,125.15,0.0,0.0,11.0,1.0,1.0,0.0,8.34,34.29,95.0,4.54,33.41,54.0
1823,1225.0,1230.0,1.0,0.0,23.96,0.0,2.0,12.0,0.0,0.0,2.0,3.12,21.52,44.79,17.56,21.3,0.0
1824,1225.0,1230.0,1.0,1.0,26.96,0.0,2.0,13.0,3.0,3.0,0.0,3.59,62.96,164.57,19.45,62.76,0.0
1825,1225.0,1230.0,1.0,0.0,13.08,1.0,0.0,14.0,0.0,0.0,2.0,2.61,95.56,121.12,19.42,95.36,0.0
1826,1225.0,1230.0,1.0,0.0,50.43,0.0,2.0,15.0,0.0,0.0,7.0,3.93,34.6,72.93,8.48,34.06,2.0
1827,1225.0,1230.0,1.0,4.0,10.3,0.0,4.0,16.0,0.0,0.0,0.0,2.04,84.42,81.9,18.88,84.24,0.0
1828,1225.0,1230.0,1.0,0.0,10.62,0.0,0.0,17.0,0.0,0.0,0.0,1.42,42.65,45.0,19.97,42.45,0.0
1829,1225.0,1230.0,1.0,0.0,48.12,0.0,0.0,18.0,1.0,1.0,4.0,3.79,38.92,68.29,7.39,38.47,12.0
1830,1225.0,1230.0,1.0,0.0,18.95,0.0,2.0,19.0,1.0,1.0,1.0,3.72,17.97,26.77,15.95,17.74,0.0
1831,1225.0,1230.0,1.0,0.0,95.03,0.0,0.0,2.0,3.0,3.0,0.0,6.34,49.08,135.0,5.87,48.4,78.0
1832,1225.0,1230.0,1.0,3.0,6.94,0.0,1.0,20.0,0.0,0.0,0.0,1.38,95.0,64.91,19.73,94.82,0.0
1833,1225.0,1230.0,1.0,0.0,3.26,1.0,0.0,21.0,0.0,0.0,0.0,0.65,170.57,32.0,11.54,170.22,0.0
1834,1225.0,1230.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.81,5.0,11.28,18.46,0.0
1835,1225.0,1230.0,1.0,0.0,2.3766666666666665,0.0,0.0,23.0,0.0,0.0,0.0,0.47333333333333333,87.73333333333333,0.0,13.030000000000001,87.39999999999999,0.0
1836,1225.0,1230.0,1.0,1.0,2.91,0.0,0.0,24.0,0.0,0.0,0.0,0.58,52.44,8.0,10.55,52.05,0.0
1837,1225.0,1230.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,29.67,5.0,18.65,29.46,0.0
1838,1225.0,1230.0,1.0,0.0,2.3766666666666665,0.0,0.0,26.0,0.0,0.0,0.0,0.47333333333333333,87.73333333333333,0.0,13.03,87.39999999999999,0.0
1839,1225.0,1230.0,1.0,0.0,2.3766666666666665,0.0,0.0,27.0,0.0,0.0,0.0,0.47333333333333333,87.73333333333333,0.0,13.03,87.39999999999999,0.0
1841,1225.0,1230.0,1.0,3.0,22.98,0.0,2.0,3.0,1.0,1.0,0.0,3.03,35.44,75.85,18.74,35.24,0.0
1842,1225.0,1230.0,1.0,0.0,21.63,8.0,0.0,4.0,1.0,1.0,4.0,2.85,61.34,131.19,19.84,60.99,0.0
1843,1225.0,1230.0,1.0,0.0,76.39,0.0,5.0,5.0,0.0,0.0,0.0,6.04,17.95,59.49,8.9,17.5,13.0
1844,1225.0,1230.0,1.0,0.0,5.12,0.0,0.0,6.0,0.0,0.0,1.0,0.66,5.32,2.83,21.54,5.13,0.0
1845,1225.0,1230.0,1.0,5.0,27.57,0.0,1.0,7.0,1.0,1.0,0.0,3.66,36.15,95.05,19.19,35.95,0.0
1846,1225.0,1230.0,1.0,0.0,20.04,2.0,0.0,8.0,2.0,2.0,2.0,2.66,31.54,63.74,20.29,31.32,0.0
1847,1225.0,1230.0,1.0,0.0,55.68,0.0,2.0,9.0,3.0,3.0,0.0,5.55,38.29,47.78,4.59,37.42,26.0
1848,1230.0,1235.0,1.0,0.0,28.91,2.0,0.0,1.0,2.0,2.0,2.0,3.85,66.71,185.78,19.33,66.5,0.0
1850,1230.0,1235.0,1.0,0.0,135.5,0.0,4.0,11.0,0.0,0.0,0.0,8.99,54.81,102.85,2.84,53.41,65.0
1851,1230.0,1235.0,1.0,0.0,18.03,0.0,1.0,12.0,0.0,0.0,4.0,2.35,21.37,33.72,17.69,21.18,0.0
1852,1230.0,1235.0,1.0,1.0,29.41,0.0,4.0,13.0,0.0,0.0,0.0,3.91,62.89,179.52,19.48,62.69,0.0
1853,1230.0,1235.0,1.0,0.0,13.06,1.0,0.0,14.0,2.0,2.0,1.0,2.61,95.33,120.93,19.47,95.13,0.0
1854,1230.0,1235.0,1.0,0.0,29.97,0.0,0.0,15.0,1.0,1.0,5.0,2.34,23.33,43.34,12.57,22.88,4.0
1855,1230.0,1235.0,1.0,4.0,10.8,0.0,6.0,16.0,0.0,0.0,0.0,2.13,85.73,85.88,18.6,85.63,0.0
1856,1230.0,1235.0,1.0,0.0,11.32,2.0,0.0,17.0,0.0,0.0,0.0,1.5,42.89,48.0,19.86,42.69,0.0
1857,1230.0,1235.0,1.0,0.0,35.47,0.0,0.0,18.0,0.0,0.0,3.0,2.78,44.68,50.34,6.44,44.07,3.0
1858,1230.0,1235.0,1.0,0.0,26.25,0.0,2.0,19.0,0.0,0.0,0.0,5.2,17.04,37.09,16.82,16.8,0.0
1859,1230.0,1235.0,1.0,0.0,97.13,0.0,1.0,2.0,0.0,0.0,0.0,6.47,77.91,137.98,3.7,76.82,90.0
1860,1230.0,1235.0,1.0,2.0,6.03,0.0,0.0,20.0,0.0,0.0,0.0,1.2,95.64,56.38,19.59,95.44,0.0
1861,1230.0,1235.0,1.0,0.0,3.87,1.0,0.0,21.0,0.0,0.0,0.0,0.77,171.09,38.0,11.5,170.75,0.0
1862,1230.0,1235.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,29.78,5.0,7.13,29.22,0.0
1863,1230.0,1235.0,1.0,0.0,2.813333333333333,0.0,0.0,23.0,0.0,0.0,0.0,0.5599999999999999,36.72,0.0,12.243333333333334,36.34,0.0
1864,1230.0,1235.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,50.83,5.0,10.88,50.46,0.0
1865,1230.0,1235.0,1.0,0.0,1.82,0.0,0.0,25.0,1.0,1.0,0.0,0.36,29.55,5.0,18.72,29.34,0.0
1866,1230.0,1235.0,1.0,0.0,1.3833333333333335,0.0,0.0,26.0,0.0,0.0,0.0,0.2733333333333333,98.18333333333334,0.0,12.93,97.84666666666668,0.0
1867,1230.0,1235.0,1.0,0.0,1.3833333333333335,0.0,0.0,27.0,0.0,0.0,0.0,0.2733333333333333,98.18333333333334,0.0,12.93,97.84666666666668,0.0
1869,1230.0,1235.0,1.0,4.0,22.41,0.0,1.0,3.0,1.0,1.0,0.0,2.95,35.08,73.97,18.93,34.87,0.0
1870,1230.0,1235.0,1.0,1.0,23.11,2.0,0.0,4.0,1.0,1.0,3.0,3.06,61.48,140.15,19.8,61.18,0.0
1871,1230.0,1235.0,1.0,0.0,94.46,0.0,3.0,5.0,1.0,1.0,0.0,7.53,23.63,73.56,6.76,23.04,19.0
1872,1230.0,1235.0,1.0,0.0,5.473333333333334,0.0,0.0,6.0,0.0,0.0,0.0,0.81,13.853333333333333,0.0,15.463333333333333,13.543333333333331,0.0
1873,1230.0,1235.0,1.0,3.0,22.91,0.0,0.0,7.0,0.0,0.0,0.0,3.04,36.14,78.97,19.19,35.94,0.0
1874,1230.0,1235.0,1.0,0.0,19.22,2.0,0.0,8.0,1.0,1.0,2.0,2.55,31.87,61.12,20.09,31.68,0.0
1875,1230.0,1235.0,1.0,0.0,70.45,0.0,2.0,9.0,0.0,0.0,0.0,7.02,34.91,60.46,5.03,34.11,34.0
1876,1235.0,1240.0,1.0,0.0,28.48,2.0,0.0,1.0,6.0,6.0,3.0,3.78,66.95,183.04,19.26,66.74,0.0
1879,1235.0,1240.0,1.0,0.0,13.37,0.0,0.0,12.0,0.0,0.0,0.0,1.78,19.02,25.0,19.87,18.82,0.0
1880,1235.0,1240.0,1.0,4.0,29.03,0.0,0.0,13.0,1.0,1.0,0.0,3.86,63.49,177.23,19.29,63.29,0.0
1881,1235.0,1240.0,1.0,0.0,12.68,1.0,0.0,14.0,0.0,0.0,1.0,2.53,95.19,117.44,19.49,94.98,0.0
1882,1235.0,1240.0,1.0,0.0,20.89,0.0,2.0,15.0,0.0,0.0,2.0,1.64,20.97,30.21,13.98,20.7,5.0
1883,1235.0,1240.0,1.0,1.0,12.11,0.0,4.0,16.0,0.0,0.0,0.0,2.41,87.15,96.29,18.29,86.95,0.0
1884,1235.0,1240.0,1.0,0.0,11.41,1.0,0.0,17.0,0.0,0.0,3.0,1.51,43.25,48.36,19.69,43.02,0.0
1885,1235.0,1240.0,1.0,0.0,32.05,0.0,3.0,18.0,0.0,0.0,2.0,2.51,36.76,45.48,7.83,36.19,5.0
1886,1235.0,1240.0,1.0,0.0,27.92,0.0,1.0,19.0,1.0,1.0,2.0,5.54,16.43,39.45,17.45,16.22,0.0
1887,1235.0,1240.0,1.0,0.0,105.57,0.0,3.0,2.0,1.0,1.0,0.0,7.02,98.68,149.98,2.92,97.31,103.0
1888,1235.0,1240.0,1.0,1.0,6.2,0.0,2.0,20.0,0.0,0.0,0.0,1.23,95.53,57.99,19.62,95.35,0.0
1889,1235.0,1240.0,1.0,0.0,3.62,0.0,0.0,21.0,0.0,0.0,1.0,0.72,169.97,35.52,11.58,169.56,0.0
1890,1235.0,1240.0,1.0,0.0,8.78,0.0,1.0,22.0,0.0,0.0,0.0,1.72,41.49,9.14,5.12,40.71,5.0
1891,1235.0,1240.0,1.0,0.0,1.3833333333333335,0.0,0.0,23.0,0.0,0.0,0.0,0.2733333333333333,100.21999999999998,0.0,12.853333333333333,99.87666666666667,0.0
1892,1235.0,1240.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,51.79,5.0,10.68,51.41,0.0
1893,1235.0,1240.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,29.25,5.0,18.92,29.04,0.0
1894,1235.0,1240.0,1.0,0.0,1.3833333333333335,0.0,0.0,26.0,0.0,0.0,0.0,0.2733333333333333,100.22000000000001,0.0,12.853333333333333,99.87666666666667,0.0
1895,1235.0,1240.0,1.0,0.0,1.3833333333333335,0.0,0.0,27.0,0.0,0.0,0.0,0.2733333333333333,100.22000000000001,0.0,12.853333333333333,99.87666666666667,0.0
1897,1235.0,1240.0,1.0,1.0,18.98,0.0,2.0,3.0,1.0,1.0,1.0,2.49,35.46,62.64,18.73,35.26,0.0
1898,1235.0,1240.0,1.0,1.0,22.9,3.0,1.0,4.0,4.0,4.0,1.0,3.04,61.12,138.9,19.91,60.88,0.0
1899,1235.0,1240.0,1.0,0.0,113.09,0.0,1.0,5.0,1.0,1.0,0.0,9.02,35.43,88.07,4.51,34.54,32.0
1900,1235.0,1240.0,1.0,0.0,5.013333333333333,0.0,0.0,6.0,0.0,0.0,0.0,0.73,16.636666666666667,0.0,12.133333333333333,16.213333333333335,0.0
1901,1235.0,1240.0,1.0,1.0,20.52,0.0,0.0,7.0,3.0,3.0,0.0,2.73,36.27,70.74,19.12,36.05,0.0
1902,1235.0,1240.0,1.0,0.0,19.67,2.0,0.0,8.0,5.0,5.0,2.0,2.6,32.0,62.56,20.0,31.79,0.0
1903,1235.0,1240.0,1.0,0.0,82.71,0.0,2.0,9.0,1.0,1.0,0.0,8.25,39.54,70.98,4.44,38.64,44.0
1904,1240.0,1245.0,1.0,0.0,27.91,4.0,0.0,1.0,2.0,2.0,3.0,3.71,66.47,179.35,19.4,66.28,0.0
1907,1240.0,1245.0,1.0,0.0,10.2,0.0,0.0,12.0,1.0,1.0,2.0,1.35,18.48,19.07,20.45,18.29,0.0
1908,1240.0,1245.0,1.0,5.0,26.6,0.0,2.0,13.0,1.0,1.0,0.0,3.53,63.59,162.35,19.26,63.39,0.0
1909,1240.0,1245.0,1.0,0.0,13.07,2.0,0.0,14.0,0.0,0.0,1.0,2.61,95.45,121.02,19.44,95.25,0.0
1910,1240.0,1245.0,1.0,0.0,23.34,0.0,1.0,15.0,1.0,1.0,0.0,1.86,27.37,33.76,10.71,27.0,11.0
1911,1240.0,1245.0,1.0,0.0,13.21,0.0,0.0,16.0,0.0,0.0,0.0,2.64,86.87,105.0,18.35,86.65,0.0
1912,1240.0,1245.0,1.0,0.0,10.91,1.0,0.0,17.0,0.0,0.0,2.0,1.45,43.34,46.25,19.65,43.15,0.0
1913,1240.0,1245.0,1.0,0.0,31.88,0.0,2.0,18.0,0.0,0.0,0.0,2.54,36.05,45.24,7.99,35.54,9.0
1914,1240.0,1245.0,1.0,0.0,22.1,0.0,1.0,19.0,0.0,0.0,3.0,4.36,15.68,31.22,18.28,15.48,0.0
1915,1240.0,1245.0,1.0,0.0,118.9,0.0,4.0,2.0,2.0,2.0,0.0,7.91,73.87,168.92,3.9,72.84,121.0
1916,1240.0,1245.0,1.0,0.0,7.27,0.0,3.0,20.0,1.0,1.0,0.0,1.45,95.2,67.96,19.68,95.0,0.0
1917,1240.0,1245.0,1.0,0.0,3.56,0.0,0.0,21.0,1.0,1.0,0.0,0.71,170.35,35.0,11.55,170.01,0.0
1918,1240.0,1245.0,1.0,0.0,9.61,0.0,0.0,22.0,0.0,0.0,0.0,1.92,37.25,10.0,5.7,36.55,5.0
1919,1240.0,1245.0,1.0,0.0,1.3833333333333335,0.0,0.0,23.0,0.0,0.0,0.0,0.2733333333333333,99.51333333333332,0.0,12.83,99.17333333333333,0.0
1920,1240.0,1245.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,52.02,5.0,10.63,51.65,0.0
1921,1240.0,1245.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,29.45,5.0,18.79,29.24,0.0
1922,1240.0,1245.0,1.0,0.0,1.3833333333333335,0.0,0.0,26.0,0.0,0.0,0.0,0.2733333333333333,99.51333333333332,0.0,12.83,99.17333333333333,0.0
1923,1240.0,1245.0,1.0,0.0,1.3833333333333335,0.0,0.0,27.0,0.0,0.0,0.0,0.2733333333333333,99.51333333333332,0.0,12.83,99.17333333333333,0.0
1925,1240.0,1245.0,1.0,0.0,15.37,0.0,0.0,3.0,1.0,1.0,3.0,2.04,35.21,50.73,18.86,35.03,0.0
1926,1240.0,1245.0,1.0,0.0,26.27,3.0,3.0,4.0,1.0,1.0,2.0,3.49,61.29,159.36,19.86,61.05,0.0
1927,1240.0,1245.0,1.0,0.0,115.57,0.0,0.0,5.0,0.0,0.0,0.0,9.25,80.67,90.0,1.98,78.65,49.0
1928,1240.0,1245.0,1.0,0.0,6.546666666666667,0.0,0.0,6.0,0.0,0.0,0.0,0.8233333333333333,13.173333333333334,0.0,15.586666666666668,12.883333333333335,0.0
1929,1240.0,1245.0,1.0,6.0,15.5,0.0,0.0,7.0,0.0,0.0,0.0,2.04,34.27,53.44,20.24,34.08,0.0
1930,1240.0,1245.0,1.0,0.0,21.2,2.0,0.0,8.0,3.0,3.0,1.0,2.81,32.16,67.44,19.9,31.96,0.0
1931,1240.0,1245.0,1.0,0.0,89.44,0.0,1.0,9.0,3.0,3.0,1.0,8.88,56.6,76.76,3.1,55.49,44.0
1932,1245.0,1250.0,1.0,0.0,28.89,3.0,0.0,1.0,2.0,2.0,3.0,3.84,66.84,185.65,19.29,66.64,0.0
1935,1245.0,1250.0,1.0,0.0,5.55,0.0,0.0,12.0,0.0,0.0,1.0,0.73,18.58,10.38,20.34,18.41,0.0
1936,1245.0,1250.0,1.0,7.0,22.91,0.0,1.0,13.0,1.0,1.0,0.0,3.04,62.84,139.84,19.49,62.63,0.0
1937,1245.0,1250.0,1.0,0.0,13.83,1.0,0.0,14.0,1.0,1.0,0.0,2.76,95.54,128.0,19.42,95.33,0.0
1938,1245.0,1250.0,1.0,0.0,24.2,0.0,0.0,15.0,1.0,1.0,0.0,1.94,38.2,35.0,7.68,37.68,20.0
1939,1245.0,1250.0,1.0,1.0,13.37,0.0,2.0,16.0,0.0,0.0,0.0,2.67,86.48,106.32,18.44,86.26,0.0
1940,1245.0,1250.0,1.0,0.0,10.15,1.0,0.0,17.0,6.0,6.0,0.0,1.35,43.61,43.0,19.53,43.4,0.0
1941,1245.0,1250.0,1.0,0.0,38.76,0.0,0.0,18.0,0.0,0.0,0.0,3.1,35.64,55.0,8.08,35.14,18.0
1942,1245.0,1250.0,1.0,0.0,15.01,0.0,1.0,19.0,0.0,0.0,2.0,2.95,16.04,21.21,17.87,15.81,0.0
1943,1245.0,1250.0,1.0,0.0,121.33,0.0,3.0,2.0,0.0,0.0,3.0,8.02,69.48,172.37,4.15,68.62,118.0
1944,1245.0,1250.0,1.0,0.0,8.53,0.0,2.0,20.0,0.0,0.0,0.0,1.7,94.96,79.79,19.73,94.75,0.0
1945,1245.0,1250.0,1.0,0.0,3.56,0.0,0.0,21.0,0.0,0.0,0.0,0.71,169.52,35.0,11.61,169.18,0.0
1946,1245.0,1250.0,1.0,0.0,9.61,0.0,0.0,22.0,0.0,0.0,0.0,1.92,36.23,10.0,5.86,35.55,5.0
1947,1245.0,1250.0,1.0,0.0,4.74,0.0,1.0,23.0,0.0,0.0,0.0,1.81,16.09,4.17,11.18,15.73,0.0
1948,1245.0,1250.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,51.59,5.0,10.72,51.21,0.0
1949,1245.0,1250.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,29.13,5.0,19.0,28.92,0.0
1950,1245.0,1250.0,1.0,0.0,2.2066666666666666,0.0,0.0,26.0,0.0,0.0,0.0,0.7266666666666667,86.94,0.0,13.103333333333333,86.60333333333334,0.0
1951,1245.0,1250.0,1.0,0.0,1.2333333333333334,0.0,0.0,27.0,0.0,0.0,0.0,0.24333333333333332,98.77333333333333,0.0,12.950000000000001,98.42999999999999,0.0
1953,1245.0,1250.0,1.0,0.0,12.77,0.0,0.0,3.0,0.0,0.0,1.0,1.7,34.67,42.14,19.15,34.46,0.0
1954,1245.0,1250.0,1.0,0.0,27.65,4.0,1.0,4.0,3.0,3.0,3.0,3.66,61.87,167.69,19.67,61.6,0.0
1955,1245.0,1250.0,1.0,0.0,136.56,0.0,5.0,5.0,0.0,0.0,0.0,10.85,68.38,106.35,2.34,66.67,72.0
1956,1245.0,1250.0,1.0,0.0,5.12,0.0,1.0,6.0,0.0,0.0,0.0,0.57,14.81,2.83,7.73,14.29,0.0
1957,1245.0,1250.0,1.0,5.0,8.03,0.0,0.0,7.0,0.0,0.0,0.0,1.06,33.22,27.67,20.88,33.04,0.0
1958,1245.0,1250.0,1.0,0.0,20.7,2.0,0.0,8.0,2.0,2.0,4.0,2.73,32.25,65.84,19.85,32.05,0.0
1959,1245.0,1250.0,1.0,0.0,93.25,0.0,4.0,9.0,3.0,3.0,1.0,9.22,51.9,80.02,3.38,50.8,42.0
1960,1250.0,1255.0,1.0,0.0,28.22,2.0,0.0,1.0,10.0,10.0,3.0,3.75,68.0,181.35,18.96,67.8,0.0
1963,1250.0,1255.0,1.0,0.0,1.89,0.0,0.0,12.0,0.0,0.0,2.0,0.24,18.31,3.53,20.65,18.08,0.0
1964,1250.0,1255.0,1.0,6.0,18.29,0.0,2.0,13.0,1.0,1.0,0.0,2.42,62.59,111.65,19.57,62.39,0.0
1965,1250.0,1255.0,1.0,0.0,14.26,1.0,0.0,14.0,2.0,2.0,0.0,2.85,95.99,132.0,19.33,95.79,0.0
1966,1250.0,1255.0,1.0,0.0,24.2,0.0,0.0,15.0,0.0,0.0,0.0,1.94,75.2,35.0,3.9,74.17,20.0
1967,1250.0,1255.0,1.0,0.0,14.32,0.0,2.0,16.0,2.0,2.0,0.0,2.86,85.95,113.9,18.55,85.74,0.0
1968,1250.0,1255.0,1.0,0.0,9.72,1.0,0.0,17.0,0.0,0.0,1.0,1.29,44.08,41.2,19.32,43.89,0.0
1969,1250.0,1255.0,1.0,0.0,41.97,0.0,1.0,18.0,1.0,1.0,0.0,3.35,40.42,59.56,7.12,39.86,27.0
1970,1250.0,1255.0,1.0,0.0,14.2,0.0,2.0,19.0,0.0,0.0,2.0,2.75,16.34,20.06,17.54,16.1,0.0
1971,1250.0,1255.0,1.0,0.0,128.77,0.0,3.0,2.0,2.0,2.0,0.0,8.57,76.45,182.94,3.77,75.39,124.0
1972,1250.0,1255.0,1.0,2.0,9.17,0.0,2.0,20.0,3.0,3.0,0.0,1.83,96.24,85.76,19.47,96.04,0.0
1973,1250.0,1255.0,1.0,0.0,3.56,0.0,0.0,21.0,0.0,0.0,0.0,0.71,170.1,35.0,11.57,169.75,0.0
1974,1250.0,1255.0,1.0,0.0,9.61,0.0,0.0,22.0,0.0,0.0,0.0,1.92,46.54,10.0,4.56,45.66,5.0
1975,1250.0,1255.0,1.0,0.0,5.68,0.0,0.0,23.0,0.0,0.0,0.0,2.27,16.77,5.0,10.73,16.39,0.0
1976,1250.0,1255.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,52.24,5.0,10.59,51.86,0.0
1977,1250.0,1255.0,1.0,0.0,0.66,0.0,0.0,25.0,0.0,0.0,1.0,0.12,32.05,1.8,17.27,31.02,0.0
1978,1250.0,1255.0,1.0,0.0,3.33,0.0,1.0,26.0,0.0,0.0,0.0,0.62,17.56,2.94,10.29,17.18,0.0
1979,1250.0,1255.0,1.0,0.0,1.9366666666666668,0.0,0.0,27.0,0.0,0.0,0.0,0.3666666666666667,33.949999999999996,0.0,12.716666666666667,33.35333333333333,0.0
1980,1250.0,1255.0,1.0,0.0,1.9366666666666668,0.0,0.0,28.0,0.0,0.0,0.0,0.3666666666666667,33.949999999999996,0.0,12.716666666666667,33.35333333333333,0.0
1981,1250.0,1255.0,1.0,0.0,12.87,0.0,2.0,3.0,2.0,2.0,1.0,1.68,36.43,42.49,18.23,36.22,0.0
1982,1250.0,1255.0,1.0,0.0,29.49,2.0,1.0,4.0,2.0,2.0,2.0,3.92,62.82,178.86,19.37,62.58,0.0
1983,1250.0,1255.0,1.0,0.0,143.91,0.0,2.0,5.0,0.0,0.0,3.0,11.35,54.45,112.07,2.93,53.57,69.0
1984,1250.0,1255.0,1.0,0.0,8.97,0.0,0.0,6.0,0.0,0.0,1.0,1.17,6.13,4.96,18.69,5.95,0.0
1985,1250.0,1255.0,1.0,2.0,3.05,0.0,1.0,7.0,0.0,0.0,0.0,0.4,33.08,10.52,20.96,32.87,0.0
1986,1250.0,1255.0,1.0,0.0,19.35,2.0,0.0,8.0,1.0,1.0,2.0,2.56,32.77,61.53,19.53,32.58,0.0
1987,1250.0,1255.0,1.0,0.0,102.81,0.0,2.0,9.0,3.0,3.0,3.0,10.11,36.29,88.23,4.84,35.21,28.0
1988,1255.0,1260.0,1.0,0.0,28.08,3.0,0.0,1.0,5.0,5.0,3.0,3.73,68.04,180.44,18.95,67.84,0.0
1991,1255.0,1260.0,1.0,0.0,4.5566666666666675,0.0,0.0,12.0,0.0,0.0,0.0,0.5933333333333333,18.79,0.0,20.353333333333335,18.593333333333334,0.0
1992,1255.0,1260.0,1.0,2.0,15.46,0.0,0.0,13.0,0.0,0.0,0.0,2.06,62.64,94.35,19.55,62.44,0.0
1993,1255.0,1260.0,1.0,0.0,14.69,1.0,0.0,14.0,2.0,2.0,0.0,2.94,96.02,136.0,19.33,95.81,0.0
1995,1255.0,1260.0,1.0,0.0,15.92,0.0,3.0,16.0,1.0,1.0,0.0,3.17,86.44,126.57,18.44,86.23,0.0
1996,1255.0,1260.0,1.0,0.0,10.45,1.0,0.0,17.0,3.0,3.0,1.0,1.39,43.76,44.27,19.46,43.56,0.0
1997,1255.0,1260.0,1.0,0.0,42.61,0.0,1.0,18.0,0.0,0.0,0.0,3.4,74.66,60.47,3.86,73.63,39.0
