,interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
4548,1710.0,1715.0,1.0,3.0,10.83,0.0,0.0,20.0,1.0,1.0,0.0,2.16,97.37,101.25,19.25,97.18,0.0
4549,1710.0,1715.0,1.0,0.0,3.06,0.0,0.0,21.0,0.0,0.0,0.0,0.61,167.16,30.0,11.77,166.82,0.0
4551,1710.0,1715.0,1.0,0.0,2.5966666666666662,0.0,0.0,23.0,0.0,0.0,0.0,0.49666666666666665,28.25333333333333,0.0,10.003333333333332,27.633333333333336,0.0
4552,1710.0,1715.0,1.0,0.0,3.64,0.0,0.0,24.0,0.0,0.0,0.0,0.73,51.73,10.0,10.69,51.36,0.0
4553,1710.0,1715.0,1.0,0.0,2.5966666666666662,0.0,0.0,25.0,0.0,0.0,0.0,0.49666666666666665,28.25333333333333,0.0,10.003333333333332,27.633333333333336,0.0
4554,1710.0,1715.0,1.0,0.0,5.66,0.0,0.0,26.0,0.0,0.0,0.0,1.13,22.35,5.0,8.09,21.86,0.0
4555,1710.0,1715.0,1.0,0.0,2.5966666666666662,0.0,0.0,27.0,0.0,0.0,0.0,0.49666666666666665,28.25333333333333,0.0,10.003333333333332,27.633333333333336,0.0
4556,1710.0,1715.0,1.0,0.0,2.5966666666666662,0.0,0.0,28.0,0.0,0.0,0.0,0.49666666666666665,28.25333333333333,0.0,10.003333333333332,27.633333333333336,0.0
4557,1710.0,1715.0,1.0,0.0,11.59,0.0,1.0,3.0,0.0,0.0,2.0,1.52,35.11,38.24,18.91,34.92,0.0
4558,1710.0,1715.0,1.0,0.0,30.97,3.0,2.0,4.0,2.0,2.0,1.0,4.12,62.11,187.84,19.6,61.87,0.0
4559,1710.0,1715.0,1.0,0.0,56.52,0.0,2.0,5.0,0.0,0.0,6.0,4.38,12.26,44.02,13.03,12.02,0.0
4560,1710.0,1715.0,1.0,0.0,89.83,0.0,6.0,6.0,0.0,0.0,6.0,11.58,6.84,49.63,16.74,6.61,0.0
4561,1710.0,1715.0,1.0,0.0,35.81,0.0,6.0,7.0,0.0,0.0,0.0,4.74,38.84,123.44,17.85,38.62,0.0
4562,1710.0,1715.0,1.0,0.0,20.76,2.0,0.0,8.0,4.0,4.0,1.0,2.75,33.91,66.01,18.87,33.69,0.0
4563,1710.0,1715.0,1.0,0.0,32.9,0.0,2.0,9.0,0.0,0.0,1.0,3.25,10.57,28.23,16.62,10.33,0.0
4564,1715.0,1720.0,1.0,0.0,30.04,2.0,0.0,1.0,7.0,7.0,4.0,3.99,67.28,193.03,19.16,67.07,0.0
4566,1715.0,1720.0,1.0,0.0,121.35,0.0,0.0,11.0,1.0,1.0,8.0,7.85,73.31,92.12,2.13,78.34,45.0
4567,1715.0,1720.0,1.0,0.0,4.69,0.0,3.0,12.0,0.0,0.0,1.0,0.59,21.27,8.77,17.77,21.09,0.0
4568,1715.0,1720.0,1.0,3.0,13.1,0.0,1.0,13.0,0.0,0.0,0.0,1.74,63.44,79.97,19.31,63.2,0.0
4569,1715.0,1720.0,1.0,0.0,13.02,1.0,0.0,14.0,1.0,1.0,3.0,2.59,96.52,120.55,19.23,96.34,0.0
4570,1715.0,1720.0,1.0,0.0,34.4,0.0,3.0,15.0,2.0,2.0,0.0,2.74,44.65,49.74,6.57,44.04,23.0
4571,1715.0,1720.0,1.0,0.0,18.08,0.0,2.0,16.0,0.0,0.0,0.0,3.6,90.64,143.73,17.59,90.41,0.0
4572,1715.0,1720.0,1.0,0.0,10.87,1.0,0.0,17.0,2.0,2.0,1.0,1.44,43.83,46.07,19.43,43.63,0.0
4573,1715.0,1720.0,1.0,0.0,29.36,0.0,1.0,18.0,0.0,0.0,0.0,2.34,30.64,41.67,9.39,30.22,20.0
4574,1715.0,1720.0,1.0,0.0,15.76,0.0,1.0,19.0,1.0,1.0,1.0,3.06,17.62,22.27,16.26,17.4,0.0
4575,1715.0,1720.0,1.0,0.0,126.79,0.0,4.0,2.0,3.0,3.0,8.0,8.31,97.58,180.13,2.95,98.98,94.0
4576,1715.0,1720.0,1.0,4.0,9.05,0.0,1.0,20.0,1.0,1.0,0.0,1.8,96.75,84.62,19.37,96.56,0.0
4577,1715.0,1720.0,1.0,0.0,3.16,1.0,0.0,21.0,0.0,0.0,0.0,0.63,166.59,31.0,11.81,166.25,0.0
4579,1715.0,1720.0,1.0,0.0,5.66,0.0,0.0,23.0,0.0,0.0,0.0,1.13,22.163333333333338,0.0,8.156666666666666,21.673333333333332,0.0
4580,1715.0,1720.0,1.0,0.0,3.64,0.0,0.0,24.0,0.0,0.0,0.0,0.73,51.45,10.0,10.75,51.07,0.0
4581,1715.0,1720.0,1.0,0.0,5.66,0.0,0.0,25.0,0.0,0.0,0.0,1.13,22.163333333333338,0.0,8.156666666666666,21.673333333333332,0.0
4582,1715.0,1720.0,1.0,0.0,5.66,0.0,0.0,26.0,0.0,0.0,0.0,1.13,22.07,5.0,8.19,21.58,0.0
4583,1715.0,1720.0,1.0,0.0,5.66,0.0,0.0,27.0,0.0,0.0,0.0,1.13,22.163333333333338,0.0,8.156666666666666,21.673333333333332,0.0
4584,1715.0,1720.0,1.0,0.0,5.66,0.0,0.0,28.0,0.0,0.0,0.0,1.13,22.163333333333338,0.0,8.156666666666666,21.673333333333332,0.0
4585,1715.0,1720.0,1.0,0.0,11.02,0.0,3.0,3.0,2.0,2.0,1.0,1.45,34.51,36.36,19.24,34.32,0.0
4586,1715.0,1720.0,1.0,0.0,33.76,2.0,1.0,4.0,2.0,2.0,0.0,4.49,62.19,204.75,19.57,61.99,0.0
4587,1715.0,1720.0,1.0,0.0,31.78,0.0,0.0,5.0,0.0,0.0,2.0,2.51,11.65,24.75,13.72,11.35,0.0
4588,1715.0,1720.0,1.0,0.0,72.26,0.0,4.0,6.0,0.0,0.0,8.0,9.32,6.73,39.93,17.02,6.5,0.0
4589,1715.0,1720.0,1.0,0.0,46.29,0.0,8.0,7.0,0.0,0.0,0.0,6.14,38.8,159.59,17.87,38.58,0.0
4590,1715.0,1720.0,1.0,0.0,22.3,2.0,0.0,8.0,3.0,3.0,2.0,2.96,33.31,70.91,19.22,33.09,0.0
4591,1715.0,1720.0,1.0,0.0,25.68,0.0,2.0,9.0,0.0,0.0,3.0,2.5,12.98,22.04,13.53,12.83,5.0
4592,1720.0,1725.0,1.0,0.0,28.7,3.0,0.0,1.0,0.0,0.0,4.0,3.81,67.29,184.44,19.16,67.09,0.0
4594,1720.0,1725.0,1.0,0.0,79.56,0.0,3.0,11.0,1.0,1.0,8.0,5.09,26.79,60.39,5.82,27.09,5.0
4595,1720.0,1725.0,1.0,0.0,20.72,0.0,8.0,12.0,0.0,0.0,0.0,2.69,20.35,38.75,18.57,20.14,0.0
4596,1720.0,1725.0,1.0,1.0,11.03,0.0,0.0,13.0,0.0,0.0,0.0,1.47,62.88,67.33,19.48,62.65,0.0
4597,1720.0,1725.0,1.0,0.0,13.22,2.0,0.0,14.0,1.0,1.0,1.0,2.64,97.36,122.44,19.06,97.16,0.0
4598,1720.0,1725.0,1.0,0.0,38.94,0.0,1.0,15.0,0.0,0.0,0.0,3.11,41.41,56.31,7.08,40.84,33.0
4599,1720.0,1725.0,1.0,0.0,19.2,0.0,1.0,16.0,2.0,2.0,0.0,3.83,89.32,152.69,17.85,89.09,0.0
4600,1720.0,1725.0,1.0,0.0,10.62,1.0,0.0,17.0,0.0,0.0,0.0,1.42,43.94,45.0,19.38,43.73,0.0
4601,1720.0,1725.0,1.0,0.0,31.71,0.0,0.0,18.0,0.0,0.0,0.0,2.54,36.3,45.0,7.93,35.79,20.0
4602,1720.0,1725.0,1.0,0.0,12.59,0.0,1.0,19.0,1.0,1.0,2.0,2.42,17.33,17.79,16.53,17.17,0.0
4603,1720.0,1725.0,1.0,0.0,111.62,0.0,4.0,2.0,1.0,1.0,10.0,7.34,47.82,158.58,6.03,47.77,43.0
4604,1720.0,1725.0,1.0,0.0,8.76,0.0,2.0,20.0,2.0,2.0,0.0,1.75,96.59,81.88,19.4,96.38,0.0
4605,1720.0,1725.0,1.0,0.0,3.56,0.0,0.0,21.0,2.0,2.0,0.0,0.71,168.38,35.0,11.69,168.03,0.0
4607,1720.0,1725.0,1.0,0.0,5.66,0.0,0.0,23.0,0.0,0.0,0.0,1.13,22.150000000000002,0.0,8.159999999999998,21.659999999999997,0.0
4608,1720.0,1725.0,1.0,0.0,3.64,0.0,0.0,24.0,0.0,0.0,0.0,0.73,52.62,10.0,10.51,52.24,0.0
4609,1720.0,1725.0,1.0,0.0,5.66,0.0,0.0,25.0,0.0,0.0,0.0,1.13,22.150000000000002,0.0,8.159999999999998,21.659999999999997,0.0
4610,1720.0,1725.0,1.0,0.0,5.66,0.0,0.0,26.0,0.0,0.0,0.0,1.13,22.07,5.0,8.19,21.58,0.0
4611,1720.0,1725.0,1.0,0.0,5.66,0.0,0.0,27.0,0.0,0.0,0.0,1.13,22.150000000000002,0.0,8.159999999999998,21.659999999999997,0.0
4612,1720.0,1725.0,1.0,0.0,5.66,0.0,0.0,28.0,0.0,0.0,0.0,1.13,22.150000000000002,0.0,8.159999999999998,21.659999999999997,0.0
4613,1720.0,1725.0,1.0,0.0,17.95,0.0,9.0,3.0,1.0,1.0,1.0,2.35,35.29,59.25,18.82,35.08,0.0
4614,1720.0,1725.0,1.0,0.0,36.91,2.0,1.0,4.0,3.0,3.0,0.0,4.91,62.01,223.89,19.63,61.81,0.0
4615,1720.0,1725.0,1.0,0.0,10.3,0.0,0.0,5.0,0.0,0.0,4.0,0.76,12.46,8.02,12.82,12.25,0.0
4616,1720.0,1725.0,1.0,0.0,39.74,0.0,3.0,6.0,0.0,0.0,4.0,5.08,6.36,21.96,18.0,6.13,0.0
4617,1720.0,1725.0,1.0,1.0,55.07,0.0,4.0,7.0,0.0,0.0,0.0,7.32,38.77,189.83,17.89,38.54,0.0
4618,1720.0,1725.0,1.0,0.0,19.67,2.0,0.0,8.0,2.0,2.0,3.0,2.61,33.03,62.57,19.38,32.83,0.0
4619,1720.0,1725.0,1.0,0.0,30.2,0.0,3.0,9.0,1.0,1.0,1.0,2.97,11.23,25.92,15.65,10.98,5.0
4620,1725.0,1730.0,1.0,0.0,28.68,3.0,0.0,1.0,6.0,6.0,2.0,3.81,66.96,184.3,19.25,66.75,0.0
4622,1725.0,1730.0,1.0,0.0,40.89,0.0,0.0,11.0,0.0,0.0,5.0,2.66,14.75,31.04,10.56,14.56,5.0
4623,1725.0,1730.0,1.0,0.0,41.67,0.0,7.0,12.0,0.0,0.0,0.0,5.5,20.28,77.91,18.64,20.06,0.0
4624,1725.0,1730.0,1.0,0.0,10.65,0.0,0.0,13.0,0.0,0.0,0.0,1.42,62.65,65.0,19.55,62.45,0.0
4625,1725.0,1730.0,1.0,0.0,13.5,0.0,0.0,14.0,0.0,0.0,0.0,2.7,97.66,125.0,19.0,97.45,0.0
4626,1725.0,1730.0,1.0,0.0,41.49,0.0,0.0,15.0,2.0,2.0,0.0,3.32,45.83,60.0,6.4,45.2,31.0
4627,1725.0,1730.0,1.0,1.0,18.94,0.0,0.0,16.0,0.0,0.0,0.0,3.78,87.79,150.57,18.16,87.58,0.0
4628,1725.0,1730.0,1.0,0.0,10.74,0.0,0.0,17.0,2.0,2.0,1.0,1.43,44.79,45.53,19.02,44.58,0.0
4629,1725.0,1730.0,1.0,0.0,34.68,0.0,1.0,18.0,0.0,0.0,0.0,2.77,57.7,49.21,4.99,56.9,29.0
4630,1725.0,1730.0,1.0,0.0,9.81,0.0,0.0,19.0,0.0,0.0,1.0,1.95,15.48,13.86,18.51,15.27,0.0
4631,1725.0,1730.0,1.0,0.0,94.67,0.0,2.0,2.0,1.0,1.0,6.0,6.25,33.97,134.5,8.48,33.87,9.0
4632,1725.0,1730.0,1.0,0.0,9.23,0.0,1.0,20.0,0.0,0.0,0.0,1.84,95.89,86.26,19.54,95.69,0.0
4633,1725.0,1730.0,1.0,0.0,3.18,0.0,0.0,21.0,0.0,0.0,1.0,0.63,167.05,31.18,11.78,166.61,0.0
4634,1725.0,1730.0,1.0,0.0,12.96,0.0,1.0,22.0,0.0,0.0,0.0,2.56,71.39,13.49,2.97,70.04,10.0
4635,1725.0,1730.0,1.0,0.0,5.66,0.0,0.0,23.0,0.0,0.0,0.0,1.13,51.39000000000001,0.0,5.9799999999999995,50.25333333333333,0.3333333333333333
4636,1725.0,1730.0,1.0,0.0,3.64,0.0,0.0,24.0,0.0,0.0,0.0,0.73,51.58,10.0,10.73,51.2,0.0
4637,1725.0,1730.0,1.0,0.0,5.66,0.0,0.0,25.0,0.0,0.0,0.0,1.13,51.39000000000001,0.0,5.9799999999999995,50.25333333333333,0.3333333333333333
4638,1725.0,1730.0,1.0,0.0,5.66,0.0,0.0,26.0,0.0,0.0,0.0,1.13,22.31,5.0,8.1,21.82,0.0
4639,1725.0,1730.0,1.0,0.0,5.66,0.0,0.0,27.0,0.0,0.0,0.0,1.13,51.39000000000001,0.0,5.9799999999999995,50.25333333333333,0.3333333333333333
4640,1725.0,1730.0,1.0,0.0,5.66,0.0,0.0,28.0,0.0,0.0,0.0,1.13,51.39000000000001,0.0,5.9799999999999995,50.25333333333333,0.3333333333333333
4641,1725.0,1730.0,1.0,0.0,29.21,0.0,6.0,3.0,0.0,0.0,2.0,3.85,35.4,96.41,18.76,35.18,0.0
4642,1725.0,1730.0,1.0,0.0,39.04,3.0,2.0,4.0,2.0,2.0,1.0,5.19,62.59,236.81,19.45,62.35,0.0
4643,1725.0,1730.0,1.0,0.0,1.31,0.0,1.0,5.0,0.0,0.0,0.0,0.09,12.61,1.02,12.66,12.3,0.0
4644,1725.0,1730.0,1.0,0.0,27.61,0.0,1.0,6.0,0.0,0.0,4.0,3.54,6.28,15.26,18.22,6.06,0.0
4645,1725.0,1730.0,1.0,0.0,59.48,0.0,4.0,7.0,0.0,0.0,0.0,7.91,38.53,205.06,18.0,38.31,0.0
4646,1725.0,1730.0,1.0,0.0,21.25,2.0,0.0,8.0,1.0,1.0,1.0,2.82,33.38,67.57,19.18,33.16,0.0
4647,1725.0,1730.0,1.0,0.0,31.01,0.0,1.0,9.0,0.0,0.0,2.0,3.06,12.45,26.61,14.1,12.23,5.0
4648,1730.0,1735.0,1.0,0.0,30.08,2.0,0.0,1.0,3.0,3.0,1.0,4.0,66.54,193.29,19.38,66.33,0.0
4650,1730.0,1735.0,1.0,0.0,23.87,0.0,2.0,11.0,2.0,2.0,2.0,1.55,15.48,18.12,10.06,15.33,5.0
4651,1730.0,1735.0,1.0,0.0,52.3,0.0,3.0,12.0,1.0,1.0,1.0,6.94,20.29,97.78,18.63,20.08,0.0
4652,1730.0,1735.0,1.0,1.0,11.18,0.0,1.0,13.0,1.0,1.0,0.0,1.49,62.39,68.25,19.63,62.17,0.0
4653,1730.0,1735.0,1.0,0.0,13.35,1.0,0.0,14.0,0.0,0.0,2.0,2.66,98.14,123.6,18.91,97.89,0.0
4654,1730.0,1735.0,1.0,0.0,44.83,0.0,2.0,15.0,2.0,2.0,0.0,3.57,76.65,64.83,3.83,75.6,38.0
4655,1730.0,1735.0,1.0,0.0,18.86,0.0,0.0,16.0,2.0,2.0,0.0,3.77,87.96,150.0,18.13,87.74,0.0
4656,1730.0,1735.0,1.0,0.0,10.95,2.0,0.0,17.0,3.0,3.0,1.0,1.45,45.16,46.4,18.86,44.96,0.0
4657,1730.0,1735.0,1.0,0.0,38.3,0.0,1.0,18.0,0.0,0.0,0.0,3.06,66.7,54.35,4.32,65.77,36.0
4658,1730.0,1735.0,1.0,0.0,6.13,0.0,0.0,19.0,0.0,0.0,1.0,1.21,15.72,8.67,18.23,15.52,0.0
4659,1730.0,1735.0,1.0,0.0,71.05,0.0,1.0,2.0,1.0,1.0,9.0,4.68,28.69,100.94,10.04,28.64,5.0
4660,1730.0,1735.0,1.0,0.0,9.78,0.0,1.0,20.0,1.0,1.0,0.0,1.95,96.4,91.45,19.44,96.19,0.0
4661,1730.0,1735.0,1.0,0.0,3.05,0.0,0.0,21.0,0.0,0.0,1.0,0.61,165.79,29.98,11.87,165.35,0.0
4662,1730.0,1735.0,1.0,0.0,14.41,0.0,0.0,22.0,0.0,0.0,0.0,2.88,56.41,15.0,3.76,55.35,10.0
4663,1730.0,1735.0,1.0,0.0,3.4033333333333338,0.0,0.0,23.0,0.0,0.0,0.0,0.6699999999999999,63.71,0.0,10.29,62.663333333333334,0.3333333333333333
4664,1730.0,1735.0,1.0,1.0,3.09,0.0,0.0,24.0,0.0,0.0,0.0,0.6,51.36,8.49,10.77,50.86,0.0
4666,1730.0,1735.0,1.0,0.0,5.66,0.0,0.0,26.0,0.0,0.0,0.0,1.13,109.79,5.0,1.65,107.36,1.0
4669,1730.0,1735.0,1.0,0.0,38.89,0.0,9.0,3.0,0.0,0.0,0.0,5.14,35.81,128.33,18.54,35.6,0.0
4671,1730.0,1735.0,1.0,0.0,13.2,0.0,2.0,5.0,0.0,0.0,0.0,1.03,11.98,10.28,13.33,11.68,0.0
4672,1730.0,1735.0,1.0,0.0,3.09,0.0,0.0,6.0,0.0,0.0,1.0,0.39,6.04,1.71,18.97,5.83,0.0
4673,1730.0,1735.0,1.0,1.0,63.38,0.0,1.0,7.0,0.0,0.0,0.0,8.45,38.34,218.49,18.09,38.12,0.0
4674,1730.0,1735.0,1.0,0.0,21.56,2.0,0.0,8.0,1.0,1.0,3.0,2.85,32.76,68.57,19.54,32.54,0.0
4675,1730.0,1735.0,1.0,0.0,25.74,0.0,3.0,9.0,0.0,0.0,2.0,2.51,18.03,22.09,9.74,17.95,6.0
4676,1735.0,1740.0,1.0,0.0,29.35,3.0,0.0,1.0,3.0,3.0,5.0,3.9,66.85,188.63,19.29,66.65,0.0
4678,1735.0,1740.0,1.0,0.0,22.49,0.0,1.0,11.0,0.0,0.0,1.0,1.47,15.42,17.07,10.11,15.1,5.0
4679,1735.0,1740.0,1.0,0.0,55.24,0.0,1.0,12.0,0.0,0.0,3.0,7.33,19.95,103.28,18.95,19.74,0.0
4680,1735.0,1740.0,1.0,2.0,10.75,0.0,3.0,13.0,2.0,2.0,0.0,1.42,61.99,65.62,19.76,61.79,0.0
4681,1735.0,1740.0,1.0,0.0,13.36,2.0,0.0,14.0,1.0,1.0,1.0,2.67,98.01,123.71,18.93,97.8,0.0
4682,1735.0,1740.0,1.0,0.0,50.51,0.0,1.0,15.0,2.0,2.0,0.0,4.04,70.98,73.04,4.13,70.01,49.0
4683,1735.0,1740.0,1.0,0.0,18.94,0.0,1.0,16.0,0.0,0.0,0.0,3.78,88.26,150.62,18.06,88.04,0.0
4684,1735.0,1740.0,1.0,0.0,11.53,1.0,0.0,17.0,1.0,1.0,2.0,1.53,44.79,48.86,19.02,44.54,0.0
4685,1735.0,1740.0,1.0,0.0,41.96,0.0,2.0,18.0,0.0,0.0,0.0,3.34,67.24,59.55,4.28,66.3,42.0
4686,1735.0,1740.0,1.0,0.0,2.58,0.0,0.0,19.0,0.0,0.0,1.0,0.5,16.17,3.64,17.72,15.93,0.0
4687,1735.0,1740.0,1.0,0.0,55.19,0.0,5.0,2.0,2.0,2.0,6.0,3.61,21.4,78.4,13.47,21.05,5.0
4688,1735.0,1740.0,1.0,0.0,10.32,0.0,1.0,20.0,2.0,2.0,0.0,2.06,97.01,96.49,19.32,96.81,0.0
4689,1735.0,1740.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,166.62,25.0,11.81,166.28,0.0
4690,1735.0,1740.0,1.0,0.0,18.25,0.0,1.0,22.0,0.0,0.0,1.0,3.54,34.62,19.0,6.13,33.35,8.0
4692,1735.0,1740.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,49.29,5.0,11.22,48.93,0.0
4693,1735.0,1740.0,1.0,0.0,1.46,1.0,0.0,25.0,0.0,0.0,0.0,0.28,29.98,4.0,18.45,29.77,0.0
4697,1735.0,1740.0,1.0,0.0,48.86,0.0,7.0,3.0,0.0,0.0,2.0,6.47,36.21,161.25,18.34,36.0,0.0
4699,1735.0,1740.0,1.0,0.0,28.08,0.0,3.0,5.0,0.0,0.0,0.0,2.2,11.42,21.87,13.99,11.13,0.0
4700,1735.0,1740.0,1.0,0.0,7.239999999999999,0.0,0.0,6.0,0.0,0.0,0.0,0.7000000000000001,8.816666666666666,0.0,15.296666666666667,8.546666666666667,0.0
4701,1735.0,1740.0,1.0,7.0,57.76,0.0,0.0,7.0,1.0,1.0,0.0,7.67,38.01,199.11,18.25,37.8,0.0
4702,1735.0,1740.0,1.0,0.0,19.64,2.0,0.0,8.0,1.0,1.0,2.0,2.6,32.77,62.47,19.53,32.57,0.0
4703,1735.0,1740.0,1.0,0.0,39.7,0.0,2.0,9.0,1.0,1.0,0.0,3.95,13.93,34.07,12.61,13.61,10.0
4704,1740.0,1745.0,1.0,0.0,28.12,4.0,0.0,1.0,9.0,9.0,4.0,3.73,68.13,180.69,18.92,67.93,0.0
4706,1740.0,1745.0,1.0,0.0,28.13,0.0,1.0,11.0,1.0,1.0,1.0,1.85,15.34,21.36,10.16,15.02,5.0
4707,1740.0,1745.0,1.0,0.0,41.96,0.0,0.0,12.0,0.0,0.0,7.0,5.54,20.1,78.46,18.81,19.89,0.0
4708,1740.0,1745.0,1.0,4.0,13.08,0.0,7.0,13.0,0.0,0.0,0.0,1.72,62.18,79.84,19.7,61.97,0.0
4709,1740.0,1745.0,1.0,0.0,13.56,2.0,0.0,14.0,0.0,0.0,1.0,2.71,98.05,125.57,18.93,97.85,0.0
4710,1740.0,1745.0,1.0,0.0,54.76,0.0,1.0,15.0,2.0,2.0,0.0,4.38,62.34,79.19,4.7,61.49,55.0
4711,1740.0,1745.0,1.0,0.0,19.49,0.0,0.0,16.0,0.0,0.0,0.0,3.9,88.57,155.0,18.0,88.34,0.0
4712,1740.0,1745.0,1.0,0.0,10.62,1.0,0.0,17.0,3.0,3.0,0.0,1.42,44.17,45.0,19.28,43.96,0.0
4713,1740.0,1745.0,1.0,0.0,45.8,0.0,0.0,18.0,1.0,1.0,0.0,3.66,71.47,65.0,4.03,70.47,45.0
4714,1740.0,1745.0,1.0,0.0,2.0733333333333337,0.0,0.0,19.0,0.0,0.0,0.0,0.4066666666666667,30.786666666666665,0.0,16.78333333333333,30.52333333333333,0.0
4715,1740.0,1745.0,1.0,0.0,48.34,0.0,4.0,2.0,2.0,2.0,7.0,3.17,17.28,68.67,16.68,17.03,5.0
4716,1740.0,1745.0,1.0,0.0,10.7,0.0,0.0,20.0,0.0,0.0,0.0,2.14,96.75,100.0,19.37,96.54,0.0
4717,1740.0,1745.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,166.95,25.0,11.78,166.61,0.0
4718,1740.0,1745.0,1.0,0.0,14.41,0.0,0.0,22.0,0.0,0.0,0.0,2.88,30.93,15.0,6.86,30.34,5.0
4719,1740.0,1745.0,1.0,0.0,1.5166666666666666,0.0,0.0,23.0,0.0,0.0,0.0,0.30666666666666664,36.04666666666667,0.0,12.753333333333332,35.626666666666665,0.0
4720,1740.0,1745.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,50.72,5.0,10.91,50.35,0.0
4721,1740.0,1745.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,25.47,5.0,21.72,25.29,0.0
4722,1740.0,1745.0,1.0,0.0,1.5166666666666666,0.0,0.0,26.0,0.0,0.0,0.0,0.30666666666666664,36.04666666666667,0.0,12.753333333333332,35.626666666666665,0.0
4723,1740.0,1745.0,1.0,0.0,1.5166666666666666,0.0,0.0,27.0,0.0,0.0,0.0,0.30666666666666664,36.04666666666667,0.0,12.753333333333332,35.626666666666665,0.0
4725,1740.0,1745.0,1.0,0.0,57.33,0.0,6.0,3.0,1.0,1.0,0.0,7.61,36.11,189.19,18.39,35.89,0.0
4727,1740.0,1745.0,1.0,0.0,43.19,0.0,3.0,5.0,1.0,1.0,0.0,3.41,14.4,33.63,11.1,14.04,1.0
4728,1740.0,1745.0,1.0,0.0,5.43,0.0,1.0,6.0,0.0,0.0,0.0,0.68,8.43,3.0,13.59,8.13,0.0
4729,1740.0,1745.0,1.0,7.0,47.6,0.0,0.0,7.0,0.0,0.0,0.0,6.32,37.56,164.1,18.46,37.37,0.0
4730,1740.0,1745.0,1.0,0.0,19.5,2.0,0.0,8.0,4.0,4.0,3.0,2.58,32.94,62.0,19.43,32.75,0.0
4731,1740.0,1745.0,1.0,0.0,51.82,0.0,2.0,9.0,3.0,3.0,0.0,5.16,18.62,44.47,9.43,18.2,13.0
4732,1745.0,1750.0,1.0,0.0,27.91,2.0,0.0,1.0,2.0,2.0,3.0,3.71,68.3,179.39,18.88,68.12,0.0
4734,1745.0,1750.0,1.0,0.0,34.88,0.0,2.0,11.0,0.0,0.0,0.0,2.3,18.47,26.47,8.44,17.99,7.0
4735,1745.0,1750.0,1.0,0.0,24.92,0.0,1.0,12.0,0.0,0.0,7.0,3.26,19.99,46.6,18.9,19.77,0.0
4736,1745.0,1750.0,1.0,2.0,16.8,0.0,7.0,13.0,0.0,0.0,0.0,2.22,63.23,102.55,19.37,63.03,0.0
4737,1745.0,1750.0,1.0,0.0,14.04,1.0,0.0,14.0,3.0,3.0,0.0,2.81,98.22,130.0,18.89,98.01,0.0
4738,1745.0,1750.0,1.0,0.0,55.32,0.0,0.0,15.0,1.0,1.0,0.0,4.43,88.78,80.0,3.3,87.57,56.0
4739,1745.0,1750.0,1.0,0.0,19.49,0.0,0.0,16.0,0.0,0.0,0.0,3.9,87.96,155.0,18.13,87.74,0.0
4740,1745.0,1750.0,1.0,0.0,11.81,1.0,0.0,17.0,1.0,1.0,2.0,1.56,44.13,50.05,19.3,43.93,0.0
4741,1745.0,1750.0,1.0,0.0,47.54,0.0,1.0,18.0,0.0,0.0,0.0,3.8,80.04,67.46,3.6,78.92,50.0
4742,1745.0,1750.0,1.0,0.0,1.2733333333333334,0.0,0.0,19.0,0.0,0.0,0.0,0.26,35.91,0.0,12.780000000000001,35.49,0.0
4743,1745.0,1750.0,1.0,0.0,46.16,0.0,3.0,2.0,0.0,0.0,1.0,3.05,16.4,65.58,17.57,16.17,5.0
4744,1745.0,1750.0,1.0,0.0,10.7,0.0,0.0,20.0,0.0,0.0,0.0,2.14,96.91,100.0,19.34,96.71,0.0
4745,1745.0,1750.0,1.0,0.0,2.55,0.0,0.0,21.0,0.0,0.0,0.0,0.51,166.26,25.0,11.83,165.92,0.0
4746,1745.0,1750.0,1.0,0.0,14.41,0.0,0.0,22.0,0.0,0.0,0.0,2.88,52.73,15.0,4.02,51.73,6.0
4747,1745.0,1750.0,1.0,0.0,0.91,0.0,1.0,23.0,0.0,0.0,0.0,0.2,31.95,0.8,5.63,31.24,0.0
4748,1745.0,1750.0,1.0,1.0,1.09,0.0,0.0,24.0,0.0,0.0,0.0,0.22,50.29,3.0,11.0,49.92,0.0
4749,1745.0,1750.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,25.49,5.0,21.71,25.31,0.0
4750,1745.0,1750.0,1.0,0.0,1.2733333333333334,0.0,0.0,26.0,0.0,0.0,0.0,0.26,35.91,0.0,12.780000000000001,35.49,0.0
4751,1745.0,1750.0,1.0,0.0,1.2733333333333334,0.0,0.0,27.0,0.0,0.0,0.0,0.26,35.91,0.0,12.780000000000001,35.49,0.0
4752,1745.0,1750.0,1.0,0.0,1.2733333333333334,0.0,0.0,28.0,0.0,0.0,0.0,0.26,35.91,0.0,12.780000000000001,35.49,0.0
